id,age,gender,course,year,parent_education,weather,study_hours,sleep_hours,travel_time_minutes,attendance,absence_reason
565,18,female,diploma,4th year,no formal,hot,3.01,5.18,43,0,project work
568,22,female,ba,4th year,post graduate,cloudy,5.51,9.1,30,1,none
569,21,male,bca,1st year,no formal,cloudy,2.44,5.82,30,0,no reason
570,24,male,diploma,3rd year,high school,rainy,5.33,7.29,40,1,none
571,20,male,ba,1st year,post graduate,rainy,2.53,7.52,82,0,sick
572,19,male,nursing,3rd year,phd,sunny,4.21,7.14,41,1,none
574,17,male,diploma,2nd year,no formal,rainy,5.28,8.56,86,0,sick
576,24,male,pharmacy,2nd year,no formal,cloudy,3.36,8.83,9,1,none
577,21,female,nursing,1st year,no formal,hot,0.08,5.18,22,1,none
578,24,female,bca,1st year,post graduate,hot,5.25,6.06,6,1,none
579,17,male,ba,1st year,high school,cloudy,0.85,8.82,32,0,project work
580,17,male,ba,1st year,no formal,cold,2.08,4.19,38,0,festival
581,23,male,nursing,2nd year,graduate,rainy,4.38,5.89,72,1,none
582,17,male,b.com,1st year,high school,hot,3.02,8.1,79,1,none
584,20,female,bba,4th year,phd,rainy,0.66,8.9,39,0,festival
587,17,female,b.tech,2nd year,post graduate,hot,3.54,7.11,83,1,none
589,23,male,b.tech,4th year,high school,cold,0.9,8.1,33,1,none
590,23,female,b.tech,3rd year,no formal,cloudy,1.99,7.92,13,1,none
591,24,female,b.com,1st year,phd,sunny,0.37,4.33,61,1,none
592,18,female,bba,4th year,no formal,sunny,3.68,9.48,18,1,none
595,23,female,pharmacy,2nd year,no formal,hot,1.29,8.03,85,1,none
596,21,male,ba,3rd year,high school,hot,3.29,4.55,41,1,none
597,23,female,pharmacy,4th year,no formal,cold,1.75,9.29,58,1,none
601,23,male,pharmacy,4th year,high school,cold,4.09,6.18,9,1,none
602,22,male,bba,4th year,post graduate,rainy,2.31,7.03,19,0,project work
603,18,female,diploma,3rd year,post graduate,sunny,0.28,7.72,71,0,festival
604,23,female,bca,4th year,no formal,cold,5.58,8.06,62,1,none
605,21,female,bba,3rd year,post graduate,rainy,3.38,7.36,66,0,personal work
607,21,female,pharmacy,3rd year,no formal,cold,5.52,7.48,9,1,none
608,24,female,bba,4th year,high school,sunny,4.74,6.33,58,1,none
610,23,female,bca,4th year,graduate,sunny,3.79,5.13,21,1,none
611,20,female,bca,1st year,no formal,hot,2.75,6.39,25,0,no reason
612,23,male,b.tech,2nd year,post graduate,rainy,5.53,5.5,81,0,travel
613,20,female,b.sc,4th year,post graduate,sunny,2.4,8.75,87,1,none
614,22,female,pharmacy,1st year,graduate,rainy,4.42,7.09,21,1,none
615,22,male,b.com,4th year,no formal,cloudy,5.18,5.56,83,1,none
616,18,male,bca,3rd year,no formal,cold,3.59,5.69,12,0,project work
618,17,male,bca,1st year,graduate,sunny,0.83,6.18,70,1,none
619,18,male,b.sc,1st year,post graduate,cloudy,4.04,7.88,36,0,no reason
620,20,male,nursing,2nd year,post graduate,cloudy,2.04,8.24,61,1,none
621,20,male,b.tech,2nd year,high school,cloudy,5.93,6.04,25,1,none
622,18,female,diploma,4th year,post graduate,sunny,5.63,7.79,28,0,sick
623,20,female,b.com,4th year,no formal,sunny,1.63,8.62,47,1,none
624,21,female,bca,1st year,no formal,cloudy,3.42,4.52,53,0,festival
625,18,female,bba,3rd year,post graduate,hot,1.26,7.45,89,0,none
626,19,female,bca,4th year,phd,cold,3.98,8.8,87,0,festival
628,21,male,bba,1st year,graduate,rainy,0.43,9.67,37,1,none
630,22,male,nursing,3rd year,high school,sunny,3.66,6.74,23,1,none
632,20,female,pharmacy,1st year,post graduate,hot,3.71,4.92,12,1,none
633,20,female,pharmacy,1st year,no formal,hot,4.87,5.21,70,0,travel
634,18,male,bca,1st year,phd,rainy,2.87,8.27,35,0,project work
635,22,female,bca,2nd year,post graduate,cold,0.87,8.94,75,0,project work
636,18,female,b.tech,4th year,high school,sunny,2.12,4.61,64,0,travel
638,23,male,b.sc,2nd year,high school,hot,5.31,8.32,30,1,none
639,24,female,b.sc,3rd year,no formal,rainy,3.36,4.17,66,1,none
643,20,female,nursing,4th year,post graduate,hot,5.79,6.34,68,0,festival
645,19,male,nursing,1st year,post graduate,sunny,0.57,7.42,41,0,none
647,21,female,bba,1st year,high school,cloudy,4.09,7.25,87,0,personal work
648,24,female,pharmacy,1st year,no formal,cloudy,3.01,4.9,41,0,personal work
649,23,male,pharmacy,1st year,post graduate,rainy,1.0,5.17,52,0,no reason
650,20,female,ba,4th year,no formal,sunny,4.97,8.08,39,1,none
651,22,male,nursing,2nd year,no formal,sunny,0.63,7.53,86,0,project work
653,23,male,b.sc,3rd year,graduate,rainy,3.63,9.45,87,0,project work
654,21,female,bba,4th year,phd,cold,2.82,6.66,25,0,personal work
655,21,male,bca,3rd year,post graduate,cold,5.02,5.11,52,1,none
656,23,female,bca,4th year,post graduate,cloudy,5.04,9.03,57,1,none
657,22,female,nursing,2nd year,no formal,cold,0.82,9.7,75,1,none
658,17,male,ba,4th year,post graduate,cold,3.38,9.16,43,0,personal work
661,22,female,b.tech,2nd year,post graduate,cloudy,1.87,5.67,30,1,none
662,17,male,bba,1st year,no formal,cloudy,4.78,4.92,5,1,none
665,22,female,ba,2nd year,phd,cold,5.23,9.93,6,1,none
666,21,female,b.com,1st year,phd,sunny,1.13,6.62,48,0,no reason
667,23,male,b.com,4th year,phd,sunny,3.25,6.07,32,1,none
668,24,female,ba,1st year,graduate,hot,0.22,8.05,16,1,none
669,18,male,b.tech,2nd year,post graduate,rainy,4.51,5.04,42,0,none
670,24,female,b.tech,2nd year,post graduate,hot,2.26,4.06,43,0,sick
672,22,female,pharmacy,1st year,post graduate,cloudy,1.82,7.81,86,0,sick
673,17,female,bba,4th year,phd,sunny,5.3,7.02,46,1,none
676,21,male,pharmacy,4th year,post graduate,rainy,3.89,5.45,9,0,project work
677,17,male,bca,4th year,post graduate,rainy,3.13,6.46,22,1,none
678,21,male,diploma,2nd year,phd,cold,3.1,5.83,22,0,none
680,22,female,bca,2nd year,phd,hot,3.09,9.07,33,0,sick
682,24,female,pharmacy,1st year,phd,sunny,2.18,7.89,11,1,none
685,23,male,pharmacy,2nd year,no formal,hot,5.93,5.36,74,1,none
688,20,male,b.com,4th year,phd,hot,2.57,7.77,45,1,none
689,23,female,nursing,4th year,high school,sunny,2.58,6.36,44,0,none
692,24,female,nursing,1st year,no formal,cold,4.34,9.09,55,0,personal work
693,24,female,bca,4th year,post graduate,hot,5.39,6.93,66,0,personal work
694,17,male,b.sc,3rd year,high school,cloudy,5.04,9.51,15,1,none
695,19,female,pharmacy,4th year,no formal,sunny,5.25,7.45,60,1,none
696,22,female,b.com,2nd year,phd,sunny,3.15,7.23,85,0,festival
697,21,female,b.com,2nd year,phd,cold,1.19,5.36,58,1,none
698,17,male,b.sc,3rd year,no formal,sunny,2.95,4.47,64,0,project work
700,21,female,ba,2nd year,no formal,cloudy,5.6,7.25,68,0,project work
701,21,male,nursing,1st year,post graduate,rainy,3.66,7.34,65,0,sick
702,18,female,nursing,4th year,post graduate,cloudy,5.31,8.62,84,1,none
703,18,female,bba,2nd year,high school,hot,1.02,7.19,25,1,none
704,18,male,b.com,4th year,no formal,rainy,0.9,9.17,73,0,travel
705,21,female,ba,3rd year,graduate,hot,0.09,4.97,13,0,festival
708,20,male,b.tech,2nd year,phd,sunny,5.4,9.4,71,1,none
709,20,female,b.tech,2nd year,post graduate,cold,2.51,6.66,71,1,none
710,22,female,nursing,1st year,phd,rainy,3.42,8.45,56,1,none
713,23,female,b.sc,2nd year,graduate,sunny,2.96,8.43,71,0,none
714,24,male,bba,3rd year,post graduate,hot,5.64,8.26,72,1,none
715,23,female,pharmacy,1st year,no formal,hot,1.67,6.49,11,1,none
716,21,male,b.sc,1st year,graduate,cold,0.06,4.11,21,0,personal work
720,18,female,pharmacy,1st year,no formal,cold,2.2,5.36,45,1,none
722,23,female,diploma,1st year,high school,hot,3.57,9.16,70,0,travel
723,17,female,b.com,1st year,high school,rainy,5.21,9.87,69,1,none
725,17,male,pharmacy,2nd year,graduate,rainy,4.6,9.79,38,0,project work
728,20,female,bba,2nd year,no formal,cold,3.01,7.99,6,0,none
729,22,male,b.com,4th year,no formal,hot,1.74,6.07,31,1,none
731,20,male,nursing,2nd year,no formal,hot,4.88,5.73,53,1,none
734,18,female,b.tech,1st year,phd,cold,5.38,9.11,53,0,sick
735,22,female,b.tech,3rd year,graduate,hot,4.78,9.57,14,1,none
736,22,male,ba,4th year,high school,sunny,5.41,7.45,31,0,festival
737,19,female,pharmacy,4th year,post graduate,cold,0.09,6.05,88,0,sick
738,22,male,b.com,4th year,graduate,cold,1.69,7.13,48,0,travel
740,23,female,diploma,4th year,post graduate,cold,5.93,6.62,5,0,personal work
741,23,male,bca,3rd year,phd,rainy,2.4,9.9,50,1,none
743,19,male,b.sc,1st year,no formal,rainy,3.47,5.99,81,1,none
744,23,female,b.sc,1st year,post graduate,hot,5.17,4.2,77,1,none
745,19,male,b.sc,2nd year,phd,cold,1.46,5.27,79,1,none
746,21,male,b.tech,3rd year,no formal,sunny,0.67,8.38,44,1,none
747,19,male,bba,4th year,phd,hot,0.74,4.32,7,0,no reason
748,19,male,bca,1st year,post graduate,rainy,4.5,6.47,41,0,sick
753,24,female,nursing,3rd year,post graduate,cloudy,5.18,4.25,69,1,none
754,21,female,b.tech,4th year,graduate,rainy,0.49,5.98,55,1,none
755,20,male,nursing,4th year,post graduate,hot,1.93,7.53,7,1,none
757,20,female,bba,1st year,high school,cold,5.48,8.07,12,1,none
758,18,female,nursing,1st year,phd,hot,2.78,9.25,79,1,none
759,22,male,bba,4th year,no formal,cloudy,3.69,5.41,38,1,none
760,18,female,bca,3rd year,post graduate,sunny,5.21,5.21,57,0,no reason
762,24,female,bca,2nd year,post graduate,rainy,2.44,4.35,35,0,no reason
763,24,female,diploma,4th year,graduate,sunny,2.58,9.7,77,1,none
765,23,male,b.sc,4th year,no formal,sunny,4.39,7.54,12,1,none
768,18,female,ba,1st year,graduate,hot,1.11,5.77,74,0,sick
770,22,male,diploma,1st year,no formal,sunny,3.39,6.71,73,1,none
771,24,male,pharmacy,4th year,high school,cold,4.1,6.24,75,1,none
772,17,male,b.com,1st year,post graduate,sunny,3.71,7.1,56,1,none
773,22,female,pharmacy,4th year,high school,sunny,1.96,5.98,18,1,none
775,24,female,b.tech,3rd year,post graduate,cloudy,5.83,5.81,41,1,none
777,17,male,ba,2nd year,no formal,sunny,1.32,8.22,16,1,none
779,23,male,bba,1st year,post graduate,cold,0.13,8.67,22,0,no reason
780,24,female,bca,3rd year,post graduate,hot,2.72,9.77,50,1,none
784,20,female,ba,3rd year,no formal,cloudy,0.07,5.39,50,0,project work
785,21,female,b.sc,1st year,no formal,cold,1.78,5.57,66,1,none
786,17,female,bca,3rd year,phd,cloudy,0.41,9.88,85,0,no reason
787,22,female,bca,4th year,graduate,cloudy,4.47,6.93,5,0,travel
789,17,female,pharmacy,1st year,graduate,rainy,1.39,5.36,16,0,festival
790,17,female,bca,1st year,graduate,cloudy,1.95,8.4,79,0,festival
791,20,female,pharmacy,1st year,no formal,sunny,3.77,8.4,22,0,personal work
792,22,male,diploma,3rd year,phd,cold,0.66,4.9,88,0,project work
793,23,male,b.tech,1st year,graduate,hot,4.24,7.07,13,1,none
794,20,female,b.sc,2nd year,graduate,hot,3.13,9.87,17,1,none
795,19,female,pharmacy,1st year,graduate,sunny,5.89,8.16,17,1,none
796,24,female,bca,2nd year,phd,cloudy,0.61,8.85,59,1,none
800,17,female,bca,4th year,no formal,cloudy,3.51,7.98,81,1,none
803,24,male,bca,4th year,graduate,sunny,4.93,8.56,58,1,none
804,22,female,ba,4th year,graduate,cold,5.24,9.94,33,1,none
805,23,female,b.tech,2nd year,no formal,cold,0.95,5.91,72,0,sick
807,17,female,b.com,3rd year,graduate,rainy,0.61,4.24,14,1,none
808,20,male,bca,4th year,no formal,hot,2.06,5.07,11,0,sick
809,24,male,b.com,3rd year,high school,rainy,4.06,4.71,81,1,none
810,17,male,b.tech,3rd year,no formal,cloudy,2.96,5.77,47,1,none
811,24,male,pharmacy,1st year,phd,cloudy,0.48,6.74,70,0,sick
812,22,male,diploma,2nd year,post graduate,rainy,1.07,5.87,84,1,none
814,23,female,b.com,2nd year,no formal,sunny,1.06,4.27,67,0,project work
817,17,female,diploma,3rd year,graduate,cold,1.88,9.77,14,0,travel
818,22,female,b.com,2nd year,post graduate,cold,5.06,9.57,14,1,none
819,24,male,ba,1st year,high school,cold,1.43,9.86,53,1,none
821,22,female,b.tech,3rd year,high school,hot,3.38,9.46,50,1,none
823,22,male,b.tech,2nd year,no formal,cold,5.39,6.96,66,0,sick
824,21,male,bca,4th year,high school,cold,2.4,4.85,85,1,none
825,17,male,bba,1st year,post graduate,sunny,0.05,8.32,89,0,festival
827,24,female,pharmacy,1st year,phd,sunny,2.59,8.07,24,0,none
828,23,male,bba,4th year,phd,hot,4.08,6.76,88,0,festival
829,17,male,b.com,4th year,high school,cold,2.01,9.73,53,1,none
830,18,female,pharmacy,1st year,post graduate,cold,4.64,5.09,56,1,none
833,18,female,nursing,3rd year,high school,sunny,0.09,6.1,49,0,festival
835,23,male,pharmacy,1st year,graduate,cold,2.57,7.18,41,1,none
837,18,male,b.com,1st year,phd,rainy,3.66,8.94,34,1,none
838,17,female,b.tech,2nd year,graduate,cloudy,2.25,7.8,60,0,travel
841,22,male,bca,2nd year,high school,rainy,5.04,5.96,53,0,none
842,24,female,nursing,2nd year,phd,sunny,2.28,4.72,30,0,travel
843,17,male,bba,4th year,post graduate,rainy,4.75,5.12,38,0,sick
844,17,male,b.com,2nd year,phd,cold,3.97,5.07,25,0,sick
845,17,female,nursing,4th year,high school,cloudy,0.75,6.96,23,0,travel
846,18,female,bba,4th year,graduate,sunny,1.99,7.07,22,0,sick
847,17,male,b.com,1st year,no formal,hot,2.44,7.53,53,1,none
849,21,female,nursing,1st year,high school,cloudy,2.31,7.85,45,1,none
850,24,female,b.com,3rd year,high school,rainy,3.35,8.72,14,1,none
851,23,female,bca,1st year,post graduate,hot,5.28,8.12,43,1,none
852,24,female,pharmacy,2nd year,high school,cloudy,4.83,5.46,73,0,project work
853,18,male,nursing,4th year,phd,cloudy,1.9,5.79,88,1,none
854,19,female,b.sc,1st year,post graduate,cloudy,1.17,5.82,45,0,festival
856,18,female,b.tech,4th year,high school,cold,2.0,8.93,12,1,none
857,17,female,bca,4th year,graduate,cold,3.39,9.69,72,1,none
859,23,female,b.tech,2nd year,post graduate,rainy,2.6,6.2,32,1,none
860,24,male,diploma,3rd year,phd,cold,2.01,8.8,31,0,sick
861,24,male,b.com,3rd year,graduate,hot,1.08,5.27,47,0,sick
863,23,female,nursing,3rd year,graduate,sunny,4.18,4.08,77,0,none
864,23,female,bca,1st year,high school,sunny,0.27,9.94,54,0,festival
865,22,male,bca,3rd year,no formal,cold,4.09,6.01,58,1,none
866,23,male,b.tech,3rd year,high school,rainy,4.32,7.35,75,1,none
867,23,female,pharmacy,2nd year,high school,cloudy,4.54,5.49,27,0,personal work
869,17,male,ba,1st year,graduate,cold,2.49,7.6,12,1,none
870,20,female,b.tech,3rd year,high school,cloudy,2.85,7.5,85,0,sick
872,17,male,pharmacy,4th year,high school,cloudy,3.43,6.79,45,1,none
873,17,male,nursing,4th year,post graduate,cold,0.35,4.71,36,1,none
874,22,male,b.tech,2nd year,post graduate,cloudy,3.59,7.53,88,0,project work
876,21,female,b.tech,4th year,post graduate,sunny,1.05,4.06,30,0,no reason
879,22,female,b.tech,4th year,no formal,sunny,0.7,6.52,18,0,travel
880,17,male,b.sc,1st year,high school,sunny,2.28,8.73,53,1,none
881,23,male,nursing,3rd year,phd,cloudy,2.89,5.61,9,0,travel
882,20,female,bca,1st year,no formal,cold,3.1,4.81,60,0,travel
883,18,female,nursing,2nd year,high school,sunny,4.72,9.3,12,1,none
884,23,male,bca,3rd year,no formal,rainy,1.81,5.5,40,0,no reason
886,17,male,b.tech,2nd year,post graduate,rainy,2.16,7.13,22,1,none
887,18,female,bba,4th year,no formal,cold,1.19,6.46,31,1,none
889,19,female,b.sc,4th year,phd,cold,4.33,7.44,78,1,none
891,22,male,ba,4th year,no formal,sunny,5.63,5.96,54,1,none
895,21,male,b.sc,4th year,no formal,rainy,0.76,8.0,86,0,sick
896,21,male,b.sc,4th year,high school,cloudy,0.12,8.01,16,0,none
897,17,male,nursing,2nd year,no formal,cloudy,4.68,5.95,61,1,none
899,21,male,ba,3rd year,phd,hot,5.38,7.03,71,0,travel
900,17,female,b.com,2nd year,post graduate,rainy,0.88,4.51,62,0,no reason
901,17,female,nursing,1st year,high school,cloudy,4.2,4.06,30,0,festival
904,20,male,nursing,2nd year,phd,cloudy,0.91,7.01,50,0,project work
906,20,male,diploma,1st year,phd,hot,5.04,5.0,30,0,personal work
907,18,male,ba,2nd year,high school,rainy,2.15,4.28,19,1,none
908,19,male,ba,4th year,phd,hot,1.65,7.11,19,1,none
909,17,female,b.sc,4th year,high school,sunny,5.85,4.13,48,1,none
910,23,female,b.tech,4th year,post graduate,cold,3.98,9.73,37,0,festival
913,24,female,pharmacy,4th year,graduate,cold,0.45,7.49,47,0,sick
914,21,female,b.com,2nd year,graduate,cloudy,5.1,8.2,30,1,none
915,20,male,diploma,2nd year,no formal,sunny,1.45,7.12,23,0,travel
917,23,female,nursing,1st year,phd,cold,3.02,7.69,47,1,none
919,22,female,nursing,1st year,post graduate,cold,5.41,7.01,63,0,sick
923,18,female,bca,4th year,graduate,rainy,0.35,6.63,64,0,personal work
924,18,male,bba,3rd year,graduate,hot,1.58,7.42,23,0,travel
925,24,male,diploma,1st year,graduate,cloudy,3.16,5.27,76,0,no reason
926,21,female,bca,2nd year,post graduate,hot,0.54,8.84,30,1,none
929,21,male,b.tech,2nd year,graduate,cloudy,0.39,4.67,25,0,travel
930,21,female,diploma,2nd year,no formal,cloudy,0.49,9.82,74,0,travel
932,19,male,bca,4th year,high school,rainy,3.25,6.16,70,0,festival
933,22,female,diploma,3rd year,no formal,hot,4.99,5.15,9,0,travel
935,24,male,b.com,4th year,graduate,cold,2.34,5.22,85,1,none
936,18,male,pharmacy,3rd year,no formal,sunny,1.21,7.8,23,0,festival
937,18,female,pharmacy,2nd year,no formal,cloudy,0.63,7.76,83,0,festival
939,21,male,b.tech,1st year,phd,sunny,1.04,4.83,77,1,none
941,20,male,diploma,1st year,graduate,cold,0.54,7.49,62,1,none
942,24,female,b.tech,1st year,high school,hot,0.39,6.69,54,0,festival
943,20,female,pharmacy,4th year,post graduate,cloudy,4.84,6.05,36,1,none
944,18,male,nursing,1st year,graduate,hot,5.22,5.33,42,0,sick
948,24,male,nursing,2nd year,high school,cloudy,2.41,6.54,11,0,none
949,19,female,nursing,4th year,no formal,cloudy,2.39,7.04,63,0,personal work
951,19,male,diploma,3rd year,high school,rainy,2.71,9.56,74,0,festival
952,21,female,pharmacy,3rd year,phd,hot,1.14,4.33,29,1,none
953,20,female,pharmacy,2nd year,post graduate,rainy,2.38,4.48,30,0,travel
954,23,female,b.tech,3rd year,high school,sunny,5.68,6.95,59,0,personal work
955,21,female,bca,1st year,post graduate,hot,4.03,5.95,19,1,none
957,22,male,bba,4th year,no formal,rainy,4.36,6.56,42,1,none
960,18,male,nursing,1st year,phd,rainy,1.58,7.12,35,0,no reason
962,23,male,diploma,4th year,post graduate,rainy,3.51,4.5,32,0,festival
963,18,male,b.com,2nd year,graduate,sunny,3.84,6.06,80,0,none
964,24,female,diploma,4th year,high school,sunny,3.62,5.45,87,1,none
967,19,female,ba,3rd year,phd,rainy,3.6,9.75,54,1,none
969,17,male,nursing,2nd year,graduate,cloudy,3.2,4.06,58,0,none
971,20,female,pharmacy,2nd year,graduate,rainy,5.81,5.27,56,1,none
972,20,male,bca,4th year,phd,cold,1.21,4.19,41,0,no reason
973,20,male,pharmacy,2nd year,post graduate,cloudy,0.75,8.01,39,1,none
974,18,male,bba,4th year,graduate,cold,0.75,4.17,63,1,none
975,18,male,b.sc,4th year,post graduate,cold,3.55,7.24,54,0,none
976,17,male,bca,4th year,graduate,cloudy,5.15,6.42,49,1,none
978,19,male,pharmacy,2nd year,no formal,hot,5.26,8.37,28,1,none
979,21,female,bca,2nd year,no formal,cloudy,4.78,5.11,8,1,none
981,22,male,b.sc,2nd year,no formal,hot,2.4,4.12,22,1,none
983,22,female,bca,3rd year,high school,cloudy,5.45,4.57,20,0,travel
984,21,male,ba,4th year,graduate,cold,2.61,9.36,20,1,none
986,21,female,b.tech,3rd year,phd,rainy,5.53,9.11,11,1,none
987,19,female,pharmacy,4th year,post graduate,rainy,4.26,5.67,49,0,festival
992,18,male,nursing,1st year,no formal,hot,0.59,6.45,5,0,no reason
993,20,female,pharmacy,2nd year,post graduate,sunny,1.41,5.85,75,0,sick
994,21,male,bba,2nd year,high school,rainy,3.89,6.09,20,0,festival
997,19,female,b.sc,3rd year,post graduate,sunny,3.84,6.25,57,1,none
998,24,female,bba,2nd year,high school,sunny,2.67,4.81,89,0,project work
1000,23,male,diploma,1st year,phd,hot,1.12,5.48,42,0,no reason
1001,22,female,pharmacy,3rd year,high school,rainy,0.12,9.04,23,1,none
1003,24,male,b.tech,1st year,post graduate,hot,2.88,8.47,42,0,festival
1005,24,male,b.sc,3rd year,graduate,hot,0.25,5.7,80,0,sick
1007,21,female,pharmacy,2nd year,graduate,hot,1.31,9.51,26,1,none
1010,19,female,bca,2nd year,phd,hot,1.86,7.39,84,1,none
1012,18,female,diploma,2nd year,post graduate,rainy,2.12,4.83,19,0,none
1013,19,female,b.sc,1st year,no formal,sunny,2.95,6.56,86,1,none
1015,23,male,bba,1st year,high school,rainy,5.35,8.94,26,0,personal work
1016,20,female,ba,1st year,no formal,sunny,0.41,4.54,23,0,project work
1017,20,male,nursing,3rd year,high school,rainy,4.31,7.48,19,0,personal work
1018,17,female,b.com,2nd year,no formal,rainy,0.13,4.64,41,1,none
1020,17,male,bba,3rd year,graduate,hot,3.25,8.65,17,1,none
1021,17,female,b.sc,3rd year,post graduate,cloudy,3.71,8.24,75,1,none
1022,23,female,nursing,2nd year,phd,cold,3.41,6.14,57,0,personal work
1024,23,male,nursing,2nd year,no formal,rainy,5.02,6.21,26,0,no reason
1025,17,male,bca,4th year,no formal,cold,2.53,7.18,60,1,none
1026,17,male,nursing,2nd year,no formal,cloudy,3.72,9.28,82,1,none
1027,19,female,b.com,4th year,no formal,hot,2.95,7.23,42,1,none
1028,21,female,pharmacy,4th year,graduate,sunny,3.08,5.41,26,1,none
1030,20,female,bba,4th year,high school,sunny,0.28,6.9,34,0,no reason
1031,18,male,b.com,3rd year,graduate,sunny,2.6,5.41,21,1,none
1033,19,male,b.sc,4th year,post graduate,sunny,4.63,7.46,65,0,travel
